id,title,author,year,resource_type,availability,abstract
137436,"Slavery at the Court of the ‘Humanist Prince’: Reexamining Johan Maurits van Nassau-Siegen and his Role in Slavery, Slave Trade and Slave-smuggling in Dutch Brazil","Monteiro C., Odegard E.L.L.                                                         2020",,Article / Letter to editor,open access,"From 1630 until its fall in 1654, the Dutch West India Company maintained a colony in northeastern Brazil where it tried to profit from the cultivation of sugar using enslaved African labor. Count Johan Maurits van Nassau-Siegen served as this colony’s governor-general from 1636 until 1644, this being the most heavily studied period of the colony’s existence. But the role of Johan Maurits in the transatlantic slave trade and enslavement in Brazil is poorly covered by research, with some historians recently arguing that there is ‘no proof’ of any personal involvement. This article presents a clear argument for the personal involvement of Johan Maurits in the slave trade and shows his involvement in slave-smuggling. Understanding the social relations between the count, his court and the Luso-Brazilian elite is in fact simply impossible without bringing in the trade and smuggling of enslaved Africans."
3716732,"Review of Anderson, B.; Rojas, F. (2017) Antiquarianisms: contact, conflict, comparison","Geurds, A.                                                         2020",,Book review,open access,
135949,Foodways in early farming societies: microwear and starch grain analysis on experimental and archaeological grinding tools from Central China,"Li, W.                                                         2020",,Doctoral Thesis,open access,"This dissertation combines two different analytical methods, use wear and ancient starch grain analysis, to investigate the uses of different types of grinding tools. The artefacts were recovered from two of the earliest Neolithic farming communities in the central plain of China. The research focuses on addressing four research issues regarding “correlation between tool type and function”, “choices of ancient food processing techniques”, “rice processing in the early rice agricultural societies”, and “foodways in different Neolithic communities”. The findings were published in four peer-reviewed academic articles (Chapter 2 to 5). The data attained regarding Neolithic culinary practices and different uses of grinding tools allows a more nuanced and broader consideration of ancient foodways in the research region. Chapter 6 consolidates the results from the study of archaeological grinding tools and previous research to discuss the foodways of the ancient Jiahu population. In Chapter 7, a comparison of foodways at Jiahu and other Peiligang Culture sites suggests the intangible cultural boundaries and interactions between these Neolithic communities. Overall, this dissertation highlights that Neolithic grinding tools played different roles in early farming societies, especially in food processing practices."
3188407,Baldwin effects in early stone tools,"Corbey, R.                                                         2020",,Article / Letter to editor,open access,"A sizeable dataset comprising millions of lithic artifacts sampling over two millionyears of early paleolithic tool technology from Africa and Eurasia is now available.The widespread presupposition of an exclusively cultural, that is, socially learned,nature of early stone tools from at least Acheulean times onwards has been chal-lenged by researchers who hypothesize that these tools, a crucial element of earlyhominin survival strategies, may partly have been under genetic control, next to theeffects of various other determinants. The discussion this hypothesis has sparked offin the present journal is here explored somewhat further, focusing on the BaldwinA sizeable dataset comprising millions of lithic artifacts sampling over two millionyears of early paleolithic tool technology from Africa and Eurasia is now available.The widespread presupposition of an exclusively cultural, that is, socially learned,nature of early stone tools from at least Acheulean times onwards has been chal-lenged by researchers who hypothesize that these tools, a crucial element of earlyhominin survival strategies, may partly have been under genetic control, next to theeffects of various other determinants. The discussion this hypothesis has sparked offin the present journal is here explored somewhat further, focusing on the Baldwineffect.A sizeable dataset comprising millions of lithic artifacts sampling over two millionyears of early paleolithic tool technology from Africa and Eurasia is now available.The widespread presupposition of an exclusively cultural, that is, socially learned,nature of early stone tools from at least Acheulean times onwards has been chal-lenged by researchers who hypothesize that these tools, a crucial element of earlyhominin survival strategies, may partly have been under genetic control, next to theeffects of various other determinants. The discussion this hypothesis has sparked offin the present journal is here explored somewhat further, focusing on the Baldwineffect.effect."
3203900,Understanding preservation and identification biases of ancient adhesives through experimentation,"Kozowyk, P.R.B.; Gijn, A.L. van; Langejans, G.H.J.                                                         2020",,Article / Letter to editor,open access,"Adhesive production is one of the earliest forms of transformative technology, predating ceramics and metallurgy by over 150,000 years. The study of the adhesives used by Neandertals and early modern humans currently plays a significant role in debates about human technological and cognitive evolution. Depending on the type of adhesive used, different production sequences were required. These can vary in complexity and would have needed different knowledge, expertise, and resources to manufacture. However, our knowledge of this important technological development is severely hampered by poorly understood taphonomic processes, which affects the preservation and identification of adhesive materials and leads to a research bias. Here we present the results from a 3-year field preservation experiment. Flint flakes hafted and non-hafted with replica adhesives were left to weather naturally on and below the surface at two locations with different soils and climatic conditions. Differential preservation was recorded on a variety of natural adhesives by digitally measuring the surface area of each residue before and after the elapsed time. Residues were further assessed and photographed using metallographic optical microscopy. Results show that certain adhesives preserve to a significantly higher degree than others, while some materials may be more easily overlooked or visually misdiagnosed. We must therefore be aware of both taphonomic and identification biases when discussing ancient adhesive technology. This research provides a first look that will help us understand the disparities between which adhesives were used in the past and what we find in the archaeological record today."
3256430,Ethno-deterministic perspectiveson making and knowing,"Kuijpers, M.H.G.                                                         2020",,Book review,open access,
3203896,"Modelling the built environment: Spatial patterns, siting techniques and layout works of non-monumental architecture in Early Bronze Age Eastern Arabia","Azzarà, V.M.                                                         2020",,Article / Letter to editor,open access,"The interest in the built environment of Early Bronze Age Eastern Arabia is rapidly increasing with the emergence of new field data from the excavation of settlement sites. However, little is known about architectural planning and spatial patterns in the region. This article explores non-monumental architecture throughout the 3rd millennium BCE.A series of methods (Pythagorean triples, modular grids, interception of circles) were used to assess the geometric and metric characteristics of buildings, and to stress regularities and variation in the long term. The results of these analyses suggest the application of specific techniques in layout and construction works: the intersection of circles during the Hafit occupations, and more sophisticated techniques, combining the properties of circles and triangles, during the Umm an-Nar period.The diachronic approach allowed by the temporal span of the occupations highlights a firm progression of architectural paradigms and building crafts throughout the EBA. The evidence hints at the existence of specialized work force since the dawn of the Bronze Age, and reveals a sharp increase of technicity and standardization towards the end of the 3rd millennium."
135790,De evolutie van onze lange jeugd,"Dusseldorp, G.L.                                                         2020",,Blog entry,open access,"Evolutie beïnvloedt niet alleen fysieke aspecten zoals onze schedels met die (voor primaten) belachelijk grote hersenen. Minder zichtbaar, maar even ingrijpend, is de reorganisatie van de ‘dienstregeling’ van ons leven tijdens de afgelopen 7 à 8 miljoen jaar. Wij hebben onder meer een veel langere jeugd dan andere primaten. En die lange jeugd is evolutionair recent ontstaan.bij nu levende jager-verzamelaars suggereert dat de functie van die jeugd is om te leren."
3203990,"Other microparticles: volcanic glass, minerals, insect remains, feathers and other plant parts","Henry, A.G.                                                         2020",,Part of book or chapter of book,open access,
3203988,Starch grains as markers of diet and behavior,"Henry, A.G.                                                         2020",,Part of book or chapter of book,open access,
138383,Comparing Apples and Pears: the Hidden Diversity of Central African Bush Mangoes (Irvingiaceae),"Gallois, S.; Andel, T. van; Heger, T.; Sonké, B.; Henry, A.G.                                                         2020",,Article / Letter to editor,open access,"Comparing Apples and Pears: The Hidden Diversity of Central African Bush Mangoes (Irvingiaceae). The fruits of Irvingiaceae trees, commonly known as ""bush mangoes"" or ""mangues sauvages,"" are crucial foods for Central African human populations, as well as local wildlife. Irvingiaceae oil-rich kernels play an important role in local diet, well-being, and livelihood. When collected for sale, they enter the international market of non-timber forest products (NTFPs), which represents a considerable source of income for central African countries. Despite the importance of bush mangoes, there is a general lack of precision in the literature on the exact species of Irvingiaceae present in local diets and NTFP markets. Few botanical studies include local names and uses of the different Irvingiaceae species, while ethnographical and social studies rarely corroborate their identifications by collecting vouchers. In this study, we combined ethnographic research and botanical collection to verify which Irvingiaceae species were consumed and collected for trade by the Baka, a group of forager-horticulturalists in southeastern Cameroon. We provide evidence of the floristic diversity hidden behind the term ""bush mangoes"", as well as the knowledge and uses of Irvingiaceae fruits by the Baka. We discuss the importance of eight Irvingiaceae species for Baka livelihood as well as the potential threats regarding the future of these valuable trees."
3720124,"Understanding the post-Archaic population of Satricum, Italy: a bioarchaeological approach","Sengeløv, A.; Wijdeven, G. van de; Snoeck, C.; Laffoon, J.; Hond, R. de; Gnade, M.; Waters-Rist, A.                                                         2020",,Article / Letter to editor,open access,"This paper contributes to the current debate regarding the ethno-cultural identity and origins of the post-Archaic (5th to 4th centuries BCE) population of the town of Satricum by introducing bioarchaeologial data including strontium isotope ratios, strontium concentrations, delta C-13 and delta O-18 values of tooth enamel, as well as dental morphological traits. Previous studies suggested a change in the original Latin population of ancient Satricum as a result of migrating groups called the Volscians coming from the eastern mountainous hinterland of Latium. The purportedly relatively short occupation of Satricum (ca. 150 years) by the Volscians during the post-Archaic period increases the chance of identifying the first generation of migrants coming from the mountains. Individuals from three presumable Volscian necropoleis in Satricum are analyzed. Forty-three third molars were sampled for isotope and elemental analyses. All individuals appear to be ""local"" based on their strontium and oxygen isotope ratios. However, three individuals have statistically lower strontium isotope ratios than the rest, two of which originate from two intersecting graves. These two also have the lowest strontium concentrations, potentially suggesting they are spatially and possibly biologically related. At the group level, the strontium concentration data show a clear difference between the necropoleis. An additional difference is in the dental non-metric trait frequencies, with a biodistance analysis suggesting the necropoleis contain different gene pools (MMD score of 0.789). It is hard to determine if these data suggest (1) a population that experienced fast and marked gene flow between use of the necropoleis, or (2) a population with large, distinct kin groups using different necropoleis. Nonetheless, the data show that the 5th to 4th century BCE was a period of change in Satricum and this work paves the way for future research as we strive to understand the origins and identities of these peoples."
3721362,Romeins schoeisel,"Driel, C. van                                                         2021",,Part of book or chapter of book,open access,
3721369,Préface: anchoring the global into the local. The Phoenician jistory of Herennius Philo of Byblos as an adventure in Postclassicism,"Versluys, M.J.                                                         2021",,Part of book or chapter of book,open access,
3763947,Commercialization of Aframomum spp. in Africa: a systematic review of literature and supporting botanical vouchers,"Knippers, R.H.M.; Gallois, S.L.; Andel, T.R. van                                                         2021",,Article / Letter to editor,open access,
3159875,New light on the late Wadi Suq period from the Ṣuhār hinterlands,"Vreeze, M. de; Düring, B.S.; Olijdam, E.                                                         2020",,Article in monograph or in proceedings,open access,
3159873,"A life dedicated to science. Portrait of professor emerita Corrie Bakels, pioneer of paleoeconomy","Dries, M.H. van de; Fokkens, H.                                                         2020",,Part of book or chapter of book,open access,
3175519,Lowland monkeys: new finds from Tegelen-Maalbeek (The Netherlands),"Kolfschoten, T. van                                                         2020",,Article / Letter to editor,open access,
3188449,Landscapes of survival - the archaeology and epigraphy of Jordan’s North-Eastern desert and beyond,"Akkermans, P.M.M.G.                                                         2020",,Book editorial,open access,
3166740,Introduction: landscapes of survival,"Akkermans, P.M.M.G.                                                         2020",,Part of book or chapter of book,open access,
3188447,"East of Azraq: settlement, burial and chronology from the Chalcolithic to the Bronze Age and Iron Age in the Jebel Qurma region, Black Desert, North-East Jordan","Akkermans, P.M.M.G.; Brüning, M.L.                                                         2020",,Part of book or chapter of book,open access,
3201591,"Crisis in prehistorisch Syrië, 8200 jaar geleden?","Plicht, H. van der; Akkermans, P.M.M.G.                                                         2020",,Article / Letter to editor,metadata only,
3166738,Grave reminders: comparing Mycenaean tomb building with labour and memory,"Turner, D.R.                                                         2020",,Book (monograph),open access,"From ca. 1600 – 1000 BC, builders across southern Greece crafted thousands of rock-cut chamber tombs similar to earlier and contemporary ‘beehive’ tholos tombs. Both tomb styles were designed with multiple uses in mind, filling with the remains of funerals forgotten over generations of reuse. In rare cases, the tombs were used once or seemingly not at all, cleaned thoroughly or sealed and abandoned entirely. Rather than focus on the missing or muddled record of funeral and post-funeral activities, this book re-examines Mycenaean tomb architecture and the decisions that guided it.From minimalistic to monumental, builders designed tombs with forethought to how commissioners and witnesses would react and remember them. Patterns suggest that memories of what tombs should look like heavily influenced new construction toward recurring shapes and appropriate scales. The wider debates over cost from ‘architectural energetics’ and perception in Aegean mortuary behaviour are thus revisited. Both can find common purpose in labour measured through a relative index and collective memory – how labourers and patrons saw their work. That metric for comparison lies within a median standard: in this instance, tombs expressed in terms of correlative shape and simple labour investment of the earth and rock moved to create them. This was accomplished here through photogrammetric modelling of 94 multi-use tombs in Achaea and Attica, verifying a cost-effective alternative for local authorities warding off information loss through site destruction from looting and earthquakes. Since most labour models suggest the tombs were not burdensome, commissioners held extravagant building in check by weighing the social risks and rewards of standing out from the crowd."
3634229,Le produzioni litiche dello strato F,"Carmignani, L.; Martini, F.; Sarti, L.                                                         2020",,Part of book or chapter of book,metadata only,
138511,"Ñuu Savi: Pasado, presente y futuro. Descolonización, continuidad cultural y re-apropiación de los códices mixtecos en el Pueblo de la Lluvia","Aguilar Sánchez, O.                                                         2020",,Doctoral Thesis,open access,"This is a decolonial study about Ñuu Savi (Mixtec) pictorial manuscripts (codices), Mexico. The aim is the understanding of their cultural values through a holistic and diachronic way, studying living and historical-cultural heritage of Mixtec People, based on the re-integration of cultural memory and cultural continuity, linking the past and the present through the Mixtec language (or Sahan Savi) and from its own perspective. The final aim is the re-appropriation of this knowledge by the Ñuu Savi communities themselves."
3160637,Early development of the European rabbit (Oryctolagus cuniculus L. 1758): an osteometrical tool to address taphonomical and archaeozoological issues,"Martínez, D.R.; Llorente Rodríguez, L.; Morales Muñiz, A.                                                         2020",,Article / Letter to editor,open access,"The skeletal development of the European rabbit during its first weeks of life is a poorly documented phenomenon whose potential applications reach to various fields of research. In this paper a table is provided to turn the lengths of seven skeletal elements (mandible, humerus, radius, ischium, ilium, femur and tibia) into weight and age equivalents. The database consisted of sixteen rabbits of known size and weight from the same population whose ages were previously estimated through the application of widely used age-weight regression equations. This reference should allow faunal analysts to recognize those size thresholds for each element below which rabbits are not able to leave the burrow, a feature that will help spot them as intrusive elements in archaeological deposits."
3160679,Towards an understanding of retouch flakes: a use-wear blind test on knapped stone microdebitage,"Chan, B.; Gibaja, J.F.; Garcia-Diaz, V.; Hoggard, C.S.; Mazzucco, N.; Rowland, J.T.; Gijn, A.L. van                                                         2020",,Article / Letter to editor,open access,"The retouching and resharpening of lithic tools during their production and maintenance leads to the production of large numbers of small flakes and chips known as microdebitage. Standard analytical approaches to this material involves the mapping of microartefact densities to identify activity areas, and the creation of techno-typologies to characterise the form of retouch flakes from different types of tools. Whilst use-wear analysis is a common approach to the analysis of tools, it has been applied much less commonly to microdebitage. This paper contends that the use-wear analysis of microdebitage holds great potential for identifying activity areas on archaeological sites, representing a relatively unexplored analytical resource within microartefact assemblages. In order to test the range of factors that affect the identification of use-wear traces on small retouch flakes, a blind test consisting of 40 retouch flakes was conducted. The results show that wear traces can be identified with comparable levels of accuracy to those reported for historic blind tests of standard lithic tools suggesting that the use-wear analysis of retouch flakes can be a useful analytical tool in understanding site function, and in increasing sample sizes in cases where assemblages contain few tools."
3134580,"Swaying on feather-roses and imperial crests: Brazilian feather-decorated hammocks, nation-building, and indigenous agency","Matthews Cascon, L.; Fernandes Caromano, C.                                                         2020",,Article / Letter to editor,open access,"Feather-decorated hammocks from the Amazon have been documented in travel reports and incorporated into museum collections from the nineteenth up to the early twentieth century. Here we present an analysis of five of these hammocks, housed in European museums. Through an object-centered approach, combining data obtained by direct observation of museum objects and associated documentation, historic travel reports and ethnographic literature, new information was obtained on the hammocks, such as possible areas of origin and indigenous producer groups. Results show that the production of these hammocks occurred in an area larger than traditionally believed, and that indigenous peoples at times decorated these hammocks in such a way as to express elements of their culture, imprinting ethnic markers onto artifacts that were many times considered as non-indigenous due to their production in transcultural contexts."
3159893,"Special issue of journal INDIANA: never quite abandoned, never sufficiently studied: Brazilian indigenous objects in European museums","Françozo, M.; Vander Velden, F.                                                         2020",,Book (monograph),open access,
3159891,"Never quite abandoned, never sufficiently studied: Brazilian indigenous objects in European Museums","Françozo, M.; Vander Velden, F.                                                         2020",,Article / Letter to editor,open access,
138482,"A landscape biography of the 'Land of Drumlins': Vooremaa, East Estonia","Veldi, M.                                                         2020",,Doctoral Thesis,open access,"In the contemporary myriad of definitions and approaches of landscape, the starting points and limits of the concept of landscape biography are being explored, but also tested in this thesis. What exactly is a landscape biography? What does it constitute of? Is landscape biography just a narration of a specific defined place on the face of the Earth in a defined period of time or does it have a practical output? Is it possible to help design the future of landscapes by narrating the past? These questions are explicitly addressed for a specific region in Eastern Estonia, Vooremaa (in translation: the land of drumlins). The source base for this landscape biography compiles of archaeological, cartographical, environmental, and folkloristic data.In addition, the scope of the study concentrates on historic land use around archaeological sites in Vooremaa and it aims to create a system for assessing the archaeological heritage value of certain micro-regions. One of the goals of the thesis is therefore to develop a practical methodology for detecting archaeological heritage in the landscape as well that may contribute to the (thinking about) sustainable landscape development through create concepts of heritage preservation."
138483,"Valuing archaeology? The past, present, and future for local people and archaeologists in Sudanese Nubia","Fushiya, T.                                                         2020",,Doctoral Thesis,some documents under embargo until 2025-12-02,"This thesis explores the relationships between local people, archaeologists and Amara West, locally known as Abkanisa, located in Sudanese Nubia, northern Sudan. The analysis of the relationship aimed to understand the local values of the place and the power relations between local people and archaeologists in the post-colonial context. It argues how this relationship could be improved by dialogue that promotes increased human interactions, understanding different perspectives and exchanging knowledge and memories. This study contributes to decolonising archaeological and heritage practices by presenting a model for collaboration in archaeology."
3264187,Landscape modification by Last Interglacial Neanderthals,"Roebroeks, W.; MacDonald, K.; Scherjon, F.; Bakels, C.C,; Kindler, L.; NIKULINA, A.; ... ; Gaudzinski-Windheuser, S.                                                         2021",,Article / Letter to editor,open access,"Little is known about the antiquity, nature, and scale of Pleistocene hunter-gatherer impact on their ecosystems, despite the importance for studies of conservation and human evolution. Such impact is likely to be limited, mainly because of low population densities, and challenging to detect and interpret in terms of cause-effect dynamics. We present high-resolution paleoenvironmental and archaeological data from the Last Interglacial locality of Neumark-Nord (Germany). Among the factors that shaped vegetation structure and succession in this lake landscape, we identify a distinct ecological footprint of hominin activities, including fire use. We compare these data with evidence from archaeological and baseline sites from the same region. At Neumark-Nord, notably open vegetation coincides with a virtually continuous c. 2000-year-long hominin presence, and the comparative data strongly suggest that hominins were a contributing factor. With an age of c. 125,000 years, Neumark-Nord provides an early example of a hominin role in vegetation transformation."
3263584,Merovingian Oegstgeest: the setting,"Bakels, C.C.                                                         2021",,Part of book or chapter of book,open access,"The inhabitants of Merovingian Oegstgeest lived on the north bank of one of the most important rivers of Northwest Europe, not far from the North Sea. They built their settlement on the driest spot available, but one that was nevertheless not an uninterrupted dry place as it was dissected by gullies and little streams draining the hinterland. Although they lived during centuries characterized by a relatively dry though cold climate, they had to deal with the constant treat of floods. The immediate environment also imposed some restrictions on certain economic activities. Brackish conditions limited the possibility for raising crops. Moreover, the inhabitants might have been short of wood."
3263842,The Merovingian settlement at Oegstgeest: the vegetation in its vicinity and the plants used by its inhabitants,"Bakels, C.C.                                                         2021",,Part of book or chapter of book,open access,"The inhabitants of Merovingian Oegstgeest lived in an environment that was mainly suited to keeping livestock, especially cattle and sheep. Barley, flax, and possibly some hemp may have been cultivated on drier parts of the landscape, but wheat and possibly also rye were imported from elsewhere. Agricultural weeds suggest more southern, loess-covered areas, such as are found in the German Rhineland, Belgium, and northern France, as possible sources. Besides the staple crops true luxury products were detected i.e. fig, raisin, and walnut. It turns out that the inhabitants of Oegstgeest were not just rural people living off their own territory. They were part of a wider network thatnreached far beyond the nearest neighbours."
3185562,Archeologia delle alte quote sulla montagna veneta: la campagna di ricognizione di superficie 2019 a Recoaro Terme (Vicenza),"Migliavacca, M.; Bandera, S.; Bezzi, J.; Casarotto, A.; Pisoni, L.                                                         2021",,Article / Letter to editor,open access,"In this paper we present the preliminary results of the 2019 field survey conducted in the framework of the project “Beyond the border. Study and enhancement of the highlands between Veneto and Trentino”. The aim of this overarching project, which applies a multidisciplinary approach, is threefold: to detect in this mountain landscape the main activity areas and reconstruct possible connections between them; to analyse the long-term relationships between Trentino and Prealpine Veneto from prehistory to the present day; and to study the evolving function of this frontier area during periods of conflict/interaction. Several methods were employed to shed light on the above-mentioned research aims: field-walking survey, analysis of aerial photos, ethnographic and archival research, GIS-based landscape analysis and predictive modelling, and LiDAR data for feature detection in wooded areas. The combined use of all these approaches allowed us to identify long-term exploitation activities, which are documented also by both the ethnographic and archaeological data. The major periods of conflict in these areas are also highlighted in the archaeological record. The 2019-survey campaign opens up new research directions such as the future excavation of Bronze Age occupation zones; network and connectivity analysis between Prealpine Veneto and Trentino; hillforts and their interaction with the highlands."
3203753,Transformative copper metallurgy in Chalcolithic Cyprus: a reappraisal,"Düring, B.; De Ceuster, S.; Degryse, P.; Kassianidou, V.                                                         2021",,Article / Letter to editor,open access,
3203751,"Dietary evidence from Central Asian Neanderthals: a combined isotope and plant microremains approach at Chagyrskaya Cave (Altai, Russia)","Salazar-García, D.C.; Power, R.C.; Rudaya, N.; Kolobova, K.; Markin, S.; Krivoshapkin, A.; ... ; Viola, B.                                                         2021",,Article / Letter to editor,open access,
3212935,Video games as concepts and experiences of the ast,"Politopoulos, A.; Mol, A.A.A.                                                         2021",,Part of book or chapter of book,open access,"More and more, people do not experience the past through books, museums, or even television, but through video games. This chapter discusses how these popular entertainment products provide playful and fun experiences of the past."
3185612,Urbanization and respiratory stress in the Northern Low Countries: a comparative study of chronic maxillary sinusitis in two early modern sites from the Netherlands (AD 1626–1866),"Casna, M.; Burrell, C. L.; Schats, R.; Hoogland, M. L. P.; Schrader, S. A.                                                         2021",,Article / Letter to editor,under embargo until 2025-05-31,"The aim of this study was to investigate the relationship between urbanization and upper respiratory health in two early modern populations from the Netherlands. For this purpose, we analyzed the prevalence of chronic maxillary sinusitis in the adult urban population of Arnhem (n = 83) and in the rural village of Middenbeemster (n = 74). A slightly higher prevalence of chronic maxillary sinusitis was observed in the Arnhem sample (55.4%) compared with the Middenbeemster sample (51.3%), and these variations were not statistically significantly different. Although historical sources attest to the fact that life in the postmedieval settlements of Arnhem and Middenbeemster greatly differed, our results suggest that both environments exposed people to certain respiratory hazards. Furthermore, sinusitis prevalence was also investigated in correlation to sex, as urbanization in the Netherlands often involved women in factory work in direct contrast to the traditional domestic role they kept covering in rural environments. No significant differences were observed between males and females, both in an intersite (Arnhem males vs. Middenbeemster males; Arnhem females vs. Middenbeemster females) and in an intrasite (males vs. females at Arnhem; males vs. females at Middenbemster) comparison. As men and women in Arnhem worked on similar tasks, our results confirm that they were both exposed to similar risk factors. In Middenbeemster, where women mainly stayed inside taking care of the house while men worked the fields, the adverse weather conditions and continuous exposure to pollens and allergens may have enhanced men's chances of contracting chronic maxillary sinusitis. This study suggests that urbanization in the early modern Netherlands was in fact not inherently more detrimental than rural living. Future research incorporating a larger sample from other Dutch sites is being considered to better frame the complex etiology of sinusitis within the present understanding of historic regional variation in urbanization patterns."
3185596,Objectscapes. A manifesto for investigating the impacts of object flows on past societies,"Pitts, M.; Versluys, M.J.                                                         2021",,Article / Letter to editor,open access,
3307623,Odysseus in visual programs,"Meer, L.B.. van der                                                         2021",,Article / Letter to editor,metadata only,
3634230,Preface,"Vroom, J.A.C.                                                         2021",,Part of book or chapter of book,metadata only,
3634231,From Xi’an to Birka and back: Constantinople as a nodal point in long-distance contacts during the Early Middle Ages,"Vroom, J.A.C.                                                         2021",,Part of book or chapter of book,metadata only,
3631975,Offermaaltijden op de brandstapel: dierenbotten in Gelderse midden-ijzertijd-graven (500-250 v.Chr.),"Dikkenberg, L. van den                                                         2021",,Part of book or chapter of book,open access,"Graven met dierenbotten uit de midden-ijzertijd zijn in Gelderland voornamelijk aangetroffen in het rivierengebied. In deze periode kwam het meegeven van dierenbotten veel voor en het lijkt erop dat dit gedurende de ijzertijd nog toenam. Dierenbotten zijn gevonden in mannengraven, vrouwengraven, kindergraven en in zowel elite- als niet-elitegraven. Er lijkt gedurende de hele ijzertijd geen onderscheid te zijn gemaakt op basis van leeftijd, geslacht of status. Ook lijkt er geen relatie te zijn geweest tussen het type graf en de keuze om wel of geen dierenbotten mee te geven. Dierenbotten eindigden vermoedelijk voornamelijk in graven als onderdeel van een rituele maaltijd. Door de tijd heen zien we dat varkens daarbij steeds dominanter werden. Vanaf de midden-ijzertijd lijkt er een sterke voorkeur te hebben bestaan voor het meegegeven van varkensbotten in graven. Het dierlijk botmateriaal van het grafveld van Wijchen Woezik Sportpark voldoet op hoofdlijnen aan dit algemene patroon. Wel is de vondst van een runderstaart opmerkelijk. Een ander uitzonderlijk geval is dat van Beuningen waar rund, schaap/geit, varken, vogel, platvis, kikker en pad in één graf zijn gevonden. Mogelijk moeten we deze vreemde combinatie zien als de resten van een medicijn; een fenomeen dat we kennen uit de Romeinse tijd. In dat geval kunnen we dit bijzondere graf wellicht interpreteren als het graf van een medicijnman."
3186370,The importance of choosing appropriate methods for assessing wild food plant knowledge and use: a case study among the Baka in Cameroon,"Gallois, S.L.; Heger, T.; Henry, A.G.; Andel, T.R. van                                                         2021",,Article / Letter to editor,open access,
3195077,Usability evaluation for online professional search in the Dutch archaeology domain,"Brandsen, A.; Verberne, S.; Lambers, K.; Wansleeben, M.                                                         2021",,External research report,open access,
3203749,The evolution and changing ecology of the African hominid oral microbiome,"Fellows Yates, J.A; Velsko, I.M.; Aron, F.; Posth, C.; Hofman, C.A.; Austin, R.M.; ... ; Warinner, C.                                                         2021",,Article / Letter to editor,open access,
3185797,Evolution of hominin detoxification: Neanderthal and modern human AH receptor respond Similarly to TCDD,"Aarts, J.M.M.J.G.; Alink, G.M.; Franssen, H.J.; Roebroeks, W.                                                         2021",,Article / Letter to editor,open access,
3203984,Human and cervid osseous materials used for barbed point manufacture in Mesolithic Doggerland,"Dekker, J.; Sinet-Mathiot, V.; Spithoven, M.; Smit, B.; Wilcke, A.; Welker, F.; ... ; Soressi, M.                                                         2021",,Article / Letter to editor,open access,
3718067,"Battle of the Java Sea: one event, multiple sites, values and views","Manders, M.R.; Hoop, R.W. de; Adhityatama, S.; Bismoko, D.S.; Syofiadisna, P.; Haryanto, D.                                                         2021",,Article / Letter to editor,open access,"Three Dutch naval ships, HNLMS, HNLMSand HNLMS, were lost during the Battle of the Java Sea on 27 February 1942, claiming the lives of 915 sailors. Although the ships were relocated in 2002, no official action was taken until 2016 when an international diving team from the Karel Doorman Foundation discovered that the warships had disappeared. This created tension between the government of Indonesia and those countries that had lost ships in the archipelago, especially the Netherlands. A three-track cooperation agreement was set up to investigate the disappearance of the three Dutch wrecks with the aim of understanding what had happened, in order to create a better basis for cooperation in the future. The management and protection of shipwrecks from WWII is very complicated, because of the different values that stakeholders attach to them. Only with the proper understanding and consideration of the different values or significance WWII shipwrecks hold for different stakeholders can new ways of managing these complex sites be developed that have long-term effectiveness. This paper argues that different stakeholder groups from both the flag and the coastal state must work together on this issue."
3721331,Roman cemeteries in the Dutch Eastern River Area,"Feijst, L.M.B. van der; Geerts, R.C.A.                                                         2021",,Article in monograph or in proceedings,open access,"An overview of six recently excavated Roman cemeteries in the Dutch Eastern River Area shows that after Willems’ study 35 years ago, there is a lot to be gained by re-examining the Roman cemeteries. Not only has the number of known, and excavated, cemeteries increased also the knowledge of the surrounding areas and the material culture. The six cemeteries described here show strong similarities and diff- erences in burial customs. Differentiation in gender, status and identity are not easily made. However, in the future more thorough analysis of the cemeteries and their material culture will be able to shed more light upon the burial customs and possible (sub-)regional differences."
