id,title,author,year,resource_type,availability,abstract
4212458,Informatie-uitwisseling tussen de Nationale Politie en particuliere veiligheidsorganisaties,"Matthys, J.; Weger, M. de                                                         2023",,External research report,open access,"Dit onderzoek richtte zich op het vinden van prioriteiten rond informatie-uitwisseling tussen de politie en particuliere veiligheidsactoren. De eerste onderzoeksvraag luidde: “Wat zijn de prioriteiten wat betreft informatie-uitwisseling voor zo-wel de Nationale Politie als particuliere veiligheidsactoren?”. Hiervoor werd academische en professionele literatuur geanalyseerd, interviews gehouden en een survey uitgestuurd. Er konden 61 onderscheiden zorgen bij projecten voor informatie-uitwisseling tussen politie en particuliere veiligheidsactoren geïdentificeerd worden. De zorgen werden door de onderzoekers in 10 brede categorieën gerangschikt: waarde van de informatie, oneigenlijk gebruik van de informatie, betrekken van de juiste actoren, impact op andere werkzaamheden, impact op reputatie, waarborgen en bruikbaarheid, kennis en expertise, capaciteit, wil tot samenwerken en juridisch kader. Het is belangrijk om bij elk project waar nodig randvoorwaarden te creëren voor het wegnemen van deze zorgen.Voor het beantwoorden van de tweede onderzoeksvraag: “Wat zijn de wettelijke mogelijkheden voor het uitwisselen van informatie op basis van deze prioriteiten?” werd zowel een breder juridisch kader onderzocht als juridische randvoorwaarden voor de vijf concrete projecten die op basis van de derde onderzoeksvraag uitgewerkt werden. Over de juridische randvoorwaarden voor de concrete projecten kan algemeen gesteld worden dat er veel mogelijk bleek zonder dat het nodig was om wetgeving te wijzigen. Het bredere juridische kader keek zowel naar wetgeving rond informatie-uitwisseling met de politie, wetgeving rond beïnvloeding van de marktpositie, en wetgeving rond de wettelijke informatieplichten van en aan de politie.De derde onderzoeksvraag, “Welke concrete projecten worden binnen deze wettelijke contouren als wenselijk geacht door zowel de Nationale Politie als particuliere veiligheidsactoren?” werd beantwoord door het creëren van een methodologie om voorstellen te rangschikken op efficiëntie/effectiviteit, technische haalbaarheid en maatschappelijke relevantie. Dit werd kwantitatief bevraagd in een survey, met ook een kwalitatief gedeelte om zorgen te uiten over het project. De projecten werden gerangschikt rekening houdende met de antwoorden van alle respondenten, en dan een tweede en derde keer gerangschikt rekening houdende met de antwoorden van respondenten uit de politie en met de antwoorden van respondenten uit de particuliere veiligheidsactoren. Dit laatste werd gedaan om te toetsen of de antwoorden niet te ver uit elkaar lagen.Uit dit onderzoek kwamen nog een aantal andere bevindingen die niet passen onder de gestelde onderzoeksvragen, maar wel relevant zijn. Het bijeenbrengen van publieke en private actoren in een brainstormsessie werd als heel positief ervaren, zelfs indien dit niet leidde tot de uitvoering van een project met de aanwezigen als participanten. Kennisuitwisseling en de creatie van potentieel innovatieve ideeën werd op zich al als waardevol bestempeld.  Hier kan ook een inventarisering nuttig zijn, die kan leiden tot een beter zicht wat er al plaats neemt. Tenslotte kwam uit dit onderzoek dat er over (nieuwe) informatie-uitwisseling ook niet te ingewikkeld en defensief moet worden gedacht, omdat er dan uiteindelijk vaak niets wordt gedaan. Implementeer daarom eerst simpelste variant van een systeem, en bouw daar later verder op door."
4245229,Leader or laggard? Diversity and minority rights in a union under strain,"Mos, M.                                                         2023",,Part of book or chapter of book,open access,
3562686,Expertise in EU policy-making,"Christensen, J.; Gornitzka, Å.                                                         2022",,Part of book or chapter of book,open access,
3594328,Panorama institucional de la gobernanza de la ciberseguridad en España,"Real, C. del                                                         2022",,Article / Letter to editor,open access,"Mantener seguro el ciberespacio es una tarea compleja que supone un reto constante para las instituciones públicas. A la primera oleada de desinterés político por la ciberseguridad le ha seguido una renovada preocupación por la soberanía digital, la defensa de la ciberseguridad nacional y, más recientemente, la protección de la ciudadanía en el ciberespacio. Para cumplir estos objetivos, los Estados han desarrollado normativas, instituciones y prácticas basadas en diferentes narrativas. Este estudio analiza las instituciones involucradas en la gobernanza de la ciberseguridad en España a través de cuatro prácticas: cultura de ciberseguridad, respuesta a ciber incidentes y ciber crisis, protección de infrastructuras críticas e investigación criminal. El artículo aporta evidencias coincidentes con la conclusión de que España ha adoptado la narrativa de la gobernanza multi-stakeholder a través de competencias distribuidas entre diferentes actores. Este enfoque se ha materializado en fragmentación institucional y a la falta de claridad sobre el sistema de ciberseguridad en España. El artículo finaliza con propuestas de políticas públicas que podrían contribuir  a  una  mayor  unidad,  coordinación  y  claridad  del  sistema  de  gobernanza  de  la ciberseguridad."
4209729,Complottheorieën: de lokroep van complottheorieën,"Buuren, G.M. van                                                         2022",,Contribution for newspaper or weekly magazine,open access,
3564100,"An unbound Prometheus: bureaucracy, technology, technocracy and administrative innovation","Meer, F.M. van der; Dijkstra, G.S.A.                                                         2022",,Article / Letter to editor,open access,
3594330,When bureaucratic expertise comes under attack,"Christensen, J.                                                         2022",,Article / Letter to editor,open access,"Politicians need expertise to make public policies, and civil servants are principal and proximate providers of knowledge. Yet, what constitutes relevant knowledge and skills for bureaucrats is regularly contested—both by politicians and bureaucrats—and subject to change. How can we explain the processes of contestation and change in the expertise of policy bureaucracies? The article presents a theoretical framework for analyzing the politics of bureaucratic expertise. It proposes the concept of “expertise bargains” to capture the understanding between politicians and bureaucrats about the knowledge and skills of civil servants. Based on a transactional view of authority in bureaucratic politics, it argues that the terms of this expertise bargain are mutually defined by politicians and bureaucrats through a dynamic bargaining process. The analytical utility of the framework is demonstrated through a comparative-historical analysis of contestation and change in bureaucratic expertise in the field of economic policy."
3620485,Entre la vie et la mort: le changement organisationnel dans les bureaucraties de l’État central dans une perspective comparative transnationale,"Carroll, B.J.; Bertels, J.; Froio, C.; Kuipers, S.L.; Schulze-Gabrechten, L.; Viallet-Thevenin, S.                                                         2022",,Article / Letter to editor,open access,"Identifier et expliquer les changements dans la structure des bureaucraties de l’État central et les déterminants de la survie des organisations publiques individuelles sont deux domaines de recherche étroitement liés dans l’administration publique. Nous cherchons à combler le fossé entre ces deux principaux courants d’études du changement organisationnel en présentant une nouvelle approche de la collecte de données sur l’historique des événements pour les organisations publiques. Nous avons développé ce cadre dans le cadre du projet « Structure et organisation des gouvernements », qui vise à cartographier l’ensemble des bureaucraties de l’État central dans trois pays d’Europe occidentale. Notre approche est suffisamment flexible pour décrire les macro-tendances des populations d’organisations du secteur public et pour expliquer ces tendances en analysant l’histoire des événements des organisations qu’elles comprennent. En plus de présenter notre cadre et la manière dont nous l’avons appliqué pour créer cet ensemble de données, nous présentons également quelques premières comparaisons transnationales de la répartition des types d’événements enregistrés, et soulignons les premiers résultats et les pistes prometteuses pour des recherches ultérieures."
3485441,Clustering of homicide with other adverse health outcomes in the Netherlands,"Breen, J.A. van; Liem, M.C.A.                                                         2022",,Article / Letter to editor,open access,"In this project we examine whether homicide ‘clusters together’ with other adverse health outcomes in the Netherlands, focusing on child mortality, suicide, sexual risk behavior, and substance abuse. We expect moderate-to-strong correlations between homicide and the other adverse health phenomena (hypothesis 1). Further, we expect that these correlations will be reduced when social disorganization is controlled for (hypothesis 2).The study used population-level data between the years 1996 and 2019, for each of the 40 local regions of the Netherlands. We applied a multilevel correlation procedure to evaluate correlations between homicide and the other adverse health outcomes. Correlations between homicide and the other adverse health outcomes were modest. That is, we found only limited evidence for clustering between homicide and the other adverse health outcomes. The patterns of clustering that did occur, suggested that social disorganization in the region promotes risk-taking behaviors in the population, which ultimately increases rates of homicide, abuse ofand births to adolescent parents.Project materials, syntax and supplementary information can be found on the Open Science Framework at."
3562564,De intergenerationele overdracht van extreme gedachtensystemen: theoretische verkenning van een nieuw onderzoeksdomein,Wieringen L. van; Weggemans D.J.; Liem M.C.A.                                                         2022,,Article / Letter to editor,open access,"With the recent rise and fall of IS, academics and policy makers around the world are expressing concerns about the fate of children of former foreign fighters. Will they follow in their parents’ footsteps? In this paper, we argue that in light of this discussion, the intergenerational transmission of extreme beliefs deserves a research agenda of its own. The transmission of extreme ideologies, such as extremism and cultism, constitutes a unique topic, not previously captured in traditional transmission studies. The concepts commonly used in popular media, such as ‘brainwashing’ and ‘indoctrination’, similarly fall short when trying to understand this phenomenon. Instead, a multidisciplinary approach centered around the concept intergenerational transmission is proposed. We present some of our preliminary literature findings on this topic, and consider their relation to broader theoretical frameworks. We conclude with several considerations and suggestions for future research, to better understand the intergenerational transmission of extreme ideologies in all its complexity."
4214370,Analyzing multi-level governance dynamics from a discourse network perspective: the debate over air pollution regulation in Germany,"Nagel, Melanie; Bravo Laguna, C.D.                                                         2022",,Article / Letter to editor,open access,
3487203,"‘Walking the extra mile’: how governance networks attract international organizations to Geneva, The Hague, Vienna, and Copenhagen (1995-2015)","Groen, R.S.                                                         2022",,Doctoral Thesis,open access,"It is 26 August 2015, a crucial day during the Conference of State Parties in Cancún, Mexico. 67 of the 69 member states of the Arms Trade Treaty vote for a location of the new Secretariat. Three possible host states are bidding: Austria (Vienna), Switzerland (Geneva), and Trinidad and Tobago (Port of Spain). In the first round, Trinidad and Tobago wins with 32 votes; Vienna leaves the stage with only 14 votes. Switzerland wins the second round with 35 votes, versus 32 for Trinidad and Tobago. What did Switzerland and host city Geneva do right? What did the others do wrong – if anything?This book is about how governance networks in host cities attract International Organizations (IOs), and about how and why they fail or succeed. Scholars in the field of governance and public policy often agree that better policy alignment and cooperation in networks increase the chances of success. Yet, the findings of this study contradict this. Considering the interests of IOs proved to be more important than having matters ‘in order’ internally."
3562809,Living with water scarcity: scarcity is a perception. Shortage is a fact,"Zetland, D.                                                         2022",,Book (monograph),open access,"Do you worry that there is not enough water for people, the economy and environment? Do you wonder if the water in our taps and rivers is safe or polluted? Do you want to know if farmers waste water, utilities charge too much, or bottled water destroys ecosystems? You're not alone in asking questions. The headlines say ""drought, pollution, conflict and insecurity,"" but the stories don't offer any solutions.clarifies the connections among personal and social water flows in an accessible style. It describes the origins and costs of water scarcity and explains how to address it with fair and pragmatic policies. You and your community can live with water scarcity -- just manage water as the precious resource it is."
3502111,Can the centre hold? Over de robuustheid van de rijksoverheid,"Berg, C. van den                                                         2022",,Inaugural lecture,open access,Oratie uitgesproken door Prof. dr. Caspar van den Berg bij de aanvaarding van het bijzonder hoogleraarschapCAOP-leerstoel Transities in de publieke sector aan de Universiteit van Leiden op 21 november 2022
3497592,De illusie van het politieke primaat: macht en onmacht van de Nederlandse politiek,"Wille, A.C.                                                         2022",,Inaugural lecture,open access,Oratie uitgesproken door Prof.dr. Anchrit Wille bij de aanvaarding van het bijzonder hoogleraarschap ingesteld door het CAOP met als leeropdracht Transities in de publieke sector aan de Universiteit Leiden op 21 november 2022
3492083,Policy learning type shifts during creeping crises: a storyboard of COVID‐19 driven learning in Belgium,"Zaki, L.B.; Pattyn, V.E.; Wayenberg, E.                                                         2022",,Article / Letter to editor,open access,"Understandings of different policy learning types have matured over recent decades. However, relatively little is known about their nonlinear and interactive nature, particularly within crisis contexts. In this article, we explore how two of the most prominent learning types (instrumental and social) shifted and interacted during the COVID‐19 crisis. To do so, we created a policy learning storyboard of the Belgian COVID‐19 policy response over 2 years (from early 2020 to late 2021). Our analysis highlights the relationships between different epochs of instrumental and social learning throughout the crisis and their implications for policy change. Furthermore, while extant policy learning literature often posits that social learning unfolds over relatively long periods (spanning a decade or more), our empirical account shows that within certain conditions, creeping crises can lead to the creation of long‐term crisis policy‐making paradigms and goals. At this level, accelerated social learning can take place and lead to paradigmatic shifts within relatively shorter periods than in noncrisis conditions. Theoretically, our findings enhance our understanding of policy learning types and their relationships with policy change, particularly within crisis contexts."
3492034,Comparing the Red Army Faction to modern-day terrorists: bringing the 'Analysen zum Terrorismus' back into scholarly debate,"Schuurman, B.W.; Carthy, S.L.                                                         2022",,Blog entry,open access,
3485553,Accountability in transgovernmental networks,"Osch, D.A.G.T. van                                                         2022",,Doctoral Thesis,open access,"There is no clear view on how accountability is organised in the context of transgovernmental networks. In literature there is predominant view that accountability is threatened by the existence of transgovernmental networks. This dissertation takes a micro-level approach by focusing on participants of transgovernmental networks, to understand the dynamics of accountability in this setting. This dissertation makes use of theory building and testing. A theoretical model links the function and governance style of a transgovernmental network to the type of accountability that can be expected. Four distinct empirical cases show that there is a link between the level of formalisation of a governance style and the extent of control. Moreover, this research shows that the function of a transgovernmental network is indicative for the source of control."
3492030,Understanding the plural landscape of cybersecurity governance in Spain: a matter of capital exchange,"Real, C. del; Díaz-Fernández, A.M.                                                         2022",,Article / Letter to editor,open access,"This paper empirically explores the contribution and collaborative networks of public and private actors to cybersecurity provision in Spain. The article draws on data from three sources: policy and legal documents, a Delphi study with cybersecurity experts, and 34 interviews. Rooted in the theoretical underpinnings of nodal governance and anchored pluralism, the paper argues that the position of actors and public-private collaboration dynamics involved in cybersecurity governance can be understood through the analysis of capital exchange. Therefore, the study provides a list of the most relevant nodes for cybersecurity in Spain, assesses the capital they possess and how they exchange it through collaborative networks and explores the characteristics and barriers of these collaborative relationships. Analyses reveal that public organisations hold a preeminent position in cybersecurity governance despite large technology corporations’ greater economic and cultural capital. Remarkably, the paper identifies the central position of new public bodies in the network of cybersecurity nodes. Moreover, cultural barriers that are hindering public-private collaboration in Spain are identified. These results indicate that, despite the state’s difficulties in providing public solutions to cybersecurity challenges, Spain is an example of how governance can be anchored in public bodies through symbolic and social capital."
3502366,Administrative burden in digital public service delivery: The social infrastructure of library programs for e-inclusion,"Giest, S.N.; Samuels, A.                                                         2022",,Article / Letter to editor,open access,
3492054,Handreiking ex ante evaluatie contraterrorismebeleid,"Matthys, J                                                         2022",,External research report,open access,
3571968,"The diplomatic elite, the people at home and democratic renewal","Melissen, J.                                                         2022",,Blog entry,metadata only,"Diplomats have to find ways to engage more with home citizens, including those who feel sidelined and unrepresented, appear unreachable, who are unpredictable in their political loyalties, outright disillusioned or defiant. In this way, diplomatic practitioners have a role to fulfil at home, in that they can contribute to democratic renewal."
4239132,De repatriëring van Nederlandse Syriëgangers: een verplichting voor de staat van oorsprong?,"Cuyckens, H.                                                         2022",,Article / Letter to editor,open access,
3562664,"Als de rechtsstaat op het spel staat, steunen veel mensen sancties, zelfs tegen hun eigen staat","Toshkov, D.D.; Mazepus, H.                                                         2022",,Contribution for newspaper or weekly magazine,open access,De EU heeft Polen financiële sancties opgelegd wegens problemen met de onafhankelijkheid van de rechterlijke macht. De sancties bedragen meer dan € 300 miljoen en het bedrag blijft groeien. Hoe worden de sancties door de Poolse bevolking ervaren? Worden ze als gerechtvaardigd en aanvaardbaar beschouwd?
3480317,Over post-its zonder impact en het belang van een goed conflict: sturen op maatschappelijke waarden in duurzaamheidstransities,"Cuppen, E.H.W.J.                                                         2022",,Inaugural lecture,open access,Oratie uitgesproken door Prof.dr.ir. E.H.W.J. Cuppen bij de aanvaarding van het ambt van Hoogleraar Governance of Sustainability aan de Universiteit Leiden op maandag 31 oktober 2022
3564116,A behavioral view on responsibility attribution in multi-level governance: upward and downward responsibility attribution in response to performance below aspirations,"Voet, J. van der; Rimkutė, D.                                                         2022",,Article / Letter to editor,open access,"Multi-level governance systems provide decision-makers with many avenues for external responsibility attribution in response to lacking performance. This study provides a behavioral perspective that examines responsibility attribution to the national government (upward) and policy implementers (downward) as a function of performance relative to decision-makers' aspiration levels. The study proposes that perceived accountability increases the propensity of external responsibility attribution, and that decision-makers' political alignment to actors on other governance levels explains when responsibility is deflected upwards or downwards. Using a survey experiment that presents factual information on youth care overspending to 1086 elected local government officials, the study finds consistent evidence that performance below aspirations increases upward responsibility attribution. Accountability strengthens responsibility attribution for negative performance downward to policy implementers. Finally, responsibility is attributed upward less frequently by decision-makers who are politically aligned with the national government, but information that signals performance below aspirations attenuates this tendency."
3484740,The way of the gun: firearm trafficking and its impact on violence in the Netherlands,"Liem, M.C.A.; Krüsselmann, K.                                                         2022",,External research report,open access,
3486834,Turnout in European parliament elections 1979-2019,"Hosli, M.O.; Kantorowicz, J.J.; Nagtzaam, M.A.M.; Haas, M.I.                                                         2022",,Article / Letter to editor,open access,"The European Parliament (EP) has seen a gradual increase in its powers since the introduction of direct elections in 1979. Scholars have focused on both individual-level and aggregate factors to explain turnout rates in EP elections over time, including increased levels of EU politicization and the rise in support for Eurosceptic parties. However, one strand of analysis seems to partially have been overlooked: Some earlier research on EP election turnout claimed that absolute turnout rates across the EU should be used with care, as a number of ‘structural factors’ influences these shares and with this, affects estimates of actual voter turnout. Are such structural variables still relevant in a time where European politics are becoming increasingly salient among the wider public, pro- and anti-EU sentiments may increase citizens’ inclination to vote and trust in EU institutions may be getting increasingly important? Based on various estimates, we find that structural factors can still be characterized as determinants in EP elections, but that the power of structural factors to explain turnout at the EU level, compared to non-structural factors, has decreased. Nonetheless, EU-wide (average) EP turnout rates, as widely reported, are not likely to be good reflections of actual trends in EP turnout over time."
4245209,Reputation and bureaucratic politics,"Rimkute, D.                                                         2022",,Part of book or chapter of book,open access,"Organizational reputation is a relatively new theoretical perspective that has increasingly been used by bureaucratic politics' scholarship to explain public organizations' outputs, processes, and behaviour. Seminal work of Daniel Carpenter (2010) has demonstrated the potential of an organizational reputation account to fill relevant research gaps in explaining the developments of American bureaucracy, which has soon started gaining momentum outside the US context and even extended to supranational bureaucracies such as the EU. The underlining argument of organization reputation scholarship is that public organizations engage in strategic, adaptive, and even opportunistic endeavours to gain, (re-)establish, maintain, or enhance a good organizational reputation which is argued to have implications for public organizations' legitimacy, authority, and power. The distinctive feature of organizational reputation scholarship is its meticulous consideration of public organisations' audiences and how public organizations manage audiences' expectations regarding their organizational conduct. In order to influence external audiences' judgements about their overall organizational conduct, public organizations - according to bureaucratic reputation theory - engage in strategic reputation management activities. Reputational considerations were found to affect how public organizations communicate and respond to grave public allegations, the content and timing of their core outputs, as well as public organizations' performance, cooperation choices, and accountability practices. The chapter introduces the core theoretical arguments of bureaucratic reputation theory, reviews empirical studies, and identifies future research avenues."
3483831,"Politics, bureaucracy and society in crisis? Trust and the quality of public service delivery: causes and solutions","Meer, F.M. van der                                                         2022",,Article in monograph or in proceedings,open access,
3479704,Kleptocracy and foreign policy change: a political-administrative relations account,"Bin Abadi, A.M.                                                         2022",,Doctoral Thesis,open access,"Malaysia’s foreign policy change toward China amid Najib Razak’s kleptocracy case raises a broader theoretical question: How is the effect of kleptocracy on foreign policy change mediated by the political-administrative relationship? In the case of Malaysia’s foreign economic policy, despite the presence of high-caliber bureaucrats, they were unable to stop the over-inflated loans from being signed, as well as the fire-sale of Malaysia’s Edra Energy to China. Najib Razak not only managed to exclude those bureaucrats, he even included his allies to propose those loans from China, which ended up being used to bail out the 1MDB debt. This was also the case in Malaysia’s foreign defense policy changes. Despite the Navy’s plan to build the LMSs domestically, the kleptocrats purchased them from China instead. In fact, Najib even tasked his 1MDB ally Jho Low to directly negotiate the first-ever Chinese attack submarine port calls in Malaysia, and excluding the top military bureaucrats altogether. Accordingly, this research provides an insight into the dynamics of foreign policy-making in the case of kleptocracy that can be reflected on by other smaller powers around the globe, in the face of the US–China rivalry in the 21st century and beyond."
4245231,Factsheet: westerne aanwezigheid in the Asia-Pacific,"Hooft, P. van; Desmaele, L.                                                         2022",,External research report,open access,
3513575,Identified or conflicted: a latent class and regression tree analysis explaining how identity constructs cluster within smokers,"Meijer, E.; Gebhardt, W.A.; Laar, C. van; Chavannes, N.H.; Putte, B. van den                                                         2022",,Article / Letter to editor,open access,
3492010,Een levenslange celstraf kun je nu overleven: de levenslange celstraf krijgt een achterdeur: voorwaardelijke vrijlating op last van de rechter. Voor als de straf geen redelijk doel meer dient,"Liem, M.C.A.                                                         2022",,Event,open access,
3466077,Inclusivity in online direct participation platforms,"Berg, A.C. van den                                                         2022",,Doctoral Thesis,open access,"Moving direct citizen participation away from the townhouse and onto online platforms is considered to be an effective government strategy for involving a larger and more diverse group of citizens in decision-making and thereby making participation more inclusive. However, this claim is not yet supported by evidence, and neither has it been explored whether and how government can design online platforms that are more likely to attract participants from diverse groups. To fill this gap, this dissertation explores how the design of online participation platforms influences the inclusivity of online direct participation.In this dissertation, administrative and digital trace data are used to evaluate inclusivity in online participation, and through a field experiment it is established that design choices can indeed affect who participates. To make impactful design choices, it is necessary to understand what factors influence whether citizens participate in online platforms. By studying intentions to participate from the perspective of citizens, this dissertation finds that influential beliefs in the participation decision vary for citizens from diverse sociodemographic groups. These insights help to explain why online platforms do not solve all issues for inclusivity in direct participation, and provide suggestions for design choices that may activate harder to reach groups."
3485451,Does the election winner–loser gap extend to subjective health and well-being?,"Toshkov, D.D.; Mazepus, H.                                                         2022",,Article / Letter to editor,open access,"Political scientists have studied extensively the gap between winners and losers of democratic elections with regard to satisfaction with democracy. We ask whether the winner–loser gap extends beyond the political domain to subjective health and well-being as well. Building on insights from biology and coalitional psychology, we hypothesize that winning and losing elections could affect one’s outlook on life, happiness, and subjective health. We comprehensively test these theoretical propositions with cross-sectional data from the 2012 and 2018 waves of the European Social Survey. We document significant gaps between winners and losers with respect to measures of subjective personal well-being. To further probe the causal nature of these winner–loser effects, we trace changes in well-being following election wins and losses using a panel dataset from the Netherlands, where we find weaker supportive evidence. Overall, our results suggest that winning and losing democratic elections can have much wider-reaching consequences than previously recognized."
3485459,Violent encounters,"Liem, M.                                                         2022",,Book (monograph),open access,
4245211,The struggle to remember: Rhodes must fall in South Africa,"Samset, I.                                                         2022",,Part of book or chapter of book,open access,
3491992,War and the preference for a strong leader: investigating what kind of leader Ukrainians want,"Mazepus, H.; Laustsen, L.; Van Leeuwen, F.; Bartusevičius, H.; Vugt, M. van                                                         2022",,Blog entry,open access,
3514502,A policy like no other? The populist radical right challenge in the field of democracy reform,"Bedock, C.; Best, V.; Otjes, S.P.; Weisskircher, M.                                                         2022",,Article / Letter to editor,open access,
3515008,Environmental policy preferences and economic interests in the nature / agriculture and climate / energy dimension in the Netherlands,"Otjes, S.P.; Krouwel, A.                                                         2022",,Article / Letter to editor,open access,
4245213,The buffalo attack: an analysis of the manifesto,"Abbas, T.; Bolaños Somoano, I.B.S.; Cook, J.L.I.; Frens, I.J.; Klein, G.R.E.; McNeil, R.                                                         2022",,Blog entry,open access,
3486869,Foreign Fighters: the terrorism/IHL conundrum and the need for cumulative prosecution,"Cuyckens, H.                                                         2022",,Blog entry,open access,
3304008,A group affair: understanding involvement in terrorism in Mali,"Heide, E.J. van der                                                         2022",,Doctoral Thesis,open access,"In the past years, Mali has experienced an unprecedented rise in terrorism. After twenty years of relative peace, the country was shaken to its core in 2012 when a Tuareg-led rebellion overthrew the government and the northern parts of the country quickly turned into a safe haven for terrorist groups including Al Qaeda and - in later years - the Islamic State. From 2012 to 2022, a country that was once considered a prime example of African democracy, has been faced with a rapidly downward cycle in terms of stability and security. In the past three years alone, the military staged two coups and Mali is now ruled by a military regime. Two major military and political interventions by the French, operations Serval and Barkhane, the multiple efforts of ECOWAS, and a large UN-mission to the country, MINUSMA, were not able to turn the tide. In a country where it is already a challenge to draw clear lines between the multitude of terrorist, separatist, guerilla and auto-defense groups, it is even more difficult to understand how individuals become involved in terrorist groups. Seeking the answer to that question is the central aim of this study. Based on extensive research among policymakers, prison staff, the international community and those accused and/or sentenced for terrorism, this thesis conducts a multilevel analysis of the process of involvement in terrorism in Mali. The findings suggest that group-level factors including peer pressure, group think, societal tensions and fusion of values were best able to shed light on how individuals become involved with terrorist groups. Especially the relationship between citizens and the state turned out to be an important factor, with prisoners arguing they do not recognize the ruling elite, foreign actors or the borders of the country as they are drawn. With the combination of access to and analysis of unique primary source material, this study offers a nuanced and empirically grounded contribution to the academic and societal debate on terrorism involvement in Mali - with wider implications for the West-African context. While taking into account the inherently subjective nature of narratives, this thesis  provides us with a better understanding of why individuals become terrorists given the specific cultural, historical and geographical context within which they have shared their stories."
3448104,Maternal color‐consciousness is related to more positive and less negative attitudes toward ethnic‐racial outgroups in children in White Dutch families,"Mesman, J.; Bruijn, Y. de; Veen, P.D. van; Pektas, F.; Emmen, R.A.G.                                                         2022",,Article / Letter to editor,open access,
3640702,Quality of government in the Asia Pacific region,"Lapuente, V.; Suzuki, K.                                                         2022",,Article / Letter to editor,open access,
3486807,"Trust, but verify? Understanding citizen attitudes toward evidence-informed policy making","Bundi, P.; Pattyn, V.E.                                                         2022",,Article / Letter to editor,open access,"In this article, we inquire to what extent different manifestations of trust are associated with public support for evidence informed policy making (EIPM). We present the results of a cross-sectional survey conducted in the peak of the second COVID-19 wave in six Western democracies: Australia, Belgium, Canada, France, Switzerland, and the United States (N = 8749). Our findings show that public trust in scientific experts is generally related to positive attitudes toward evidence-informed policy making, while the opposite is the case for trust in governments and fellow citizens. Interestingly, citizens' assessment of government responses to COVID-19 moderates the relationship between trust and attitudes toward EIPM. Respondents who do rather not trust their governments or their fellow citizens are more in favor of EIPM if they evaluate government responses negatively. These findings suggest that attitudes toward EIPM are not only related to trust, but also strongly depend on perceived government performance."
3484726,Security by design: an interdisciplinary systematic review and conceptual framework,"Real, C. del; Busser, E. de; Berg, B. van den                                                         2022",,Protocol,open access,"Background: Security by design is the approach to designing digital technologies that are foundationally secure. This approach has materialized in several software design methodologies. However, a close examination of these methodologies shows that digital technologies security is designed as a technical feature, with no concern for their interaction with human, social, and organizational factors. This research argues that, in order to produce a design methodology for developing secure software systems that integrates non-technical factors in their design, an interdisciplinary and integrative review of the ‘security by design’ concept is needed. Objectives: The present protocol details the work plan for a systematic scoping review on security by design and related concepts. This review seeks to (1) synthesize current definitions of ‘security by design’, (2) elaborate a conceptual map that shows how ‘security by design’ connects to other related concepts, and (3) identify the key principles of the ‘security by design’ approach. Design: This systematic review follows the PRISMA extension for scoping review. Six databases are searched for thematically relevant studies published in English. Studies included peer-reviewed publications, government or company documents, technical reports, or a doctoral theses. After the initial search, three researchers will screen the title and abstracts following a screening tool. The consistency of researchers’ classification will be measured by calculating the inter-rater reliability. The reading of full texts will determine the final eligibility. Finally, data will be extracted from the final sample of documents."
4245233,Factsheet: oriëntatie van de VS op Asia-Pacific en gevolgen voor NAVO-bondgenootschap,"Desmaele, L.; Hooft, P. van                                                         2022",,External research report,open access,
3494241,Cautious communicators: strategic communication of European Union commissioners in regulatory decision-making,"Müller, M.; Braun, C.; Fraussen, B.                                                         2022",,Article / Letter to editor,open access,"The bureaucratic reputation literature stipulates that bureaucracies strategically aim to maximize reputational benefits and minimize reputational damages through targeted communication strategies. Departing from this assumption and using an extensive dataset on the media coverage of 54 legislative acts, we examine the conditions under which commissioners appear in the news and which communication strategies they pursue. Our analyses show that commissioners are more likely to appear in news coverage in the context of technically complex issues. We find that if a regulation is less politically conflictual, they are more likely to promote the commission's policy preferences, whereas they adopt a more passive style of communication in the face of political conflict. The findings further our understanding of regulatory policymaking by explaining bureaucratic behaviour through a communicational lens."
3515648,The Netherlands: political developments and data in 2021: a year without government,"Otjes, S.P.; Voerman, G.                                                         2022",,Article / Letter to editor,open access,
4245219,"Using lies and disinformation, Putin and his team have been building the case for a Ukraine invasion for 14 years","Pupcenoks, J.; Klein, G.R.E.                                                         2022",,Blog entry,open access,
3512170,What explains the size of parliamentary staff?,"Otjes, S.P.                                                         2022",,Article / Letter to editor,open access,
3281177,Overheidstoezicht op BRZO-bedrijven: een onderzoek naar de kwaliteit,"Veld, R.A. in 't                                                         2022",,Doctoral Thesis,open access,"There are approximately 400 companies in the Netherlands that handle large quantities of hazardous substances (Brzo companies). They pose a major risk of damage to people, the environment, movable and immovable property. Since 1945 there have been 172 dead and 1719 wounded in the Netherlands.The government has a responsibility to ensure that the Brzo companies comply with legislation and regulations (compliance). Important instruments that the government can use are legislation, supervision and enforcement.In order to determine the current state of the quality of the government's implementation of this task, a study was conducted with the central research question: Is the quality of the current supervision and enforcement by the government such that the companies large quantities of hazardous substances are brought into compliance with legislation and regulations? A qualitative case study was chosen among five collaborating government supervisors. Document analysis and semi-structured interviews were used as research methods in these cases. A conceptual model has been drawn up.The study leads to the conclusion that Brzo supervision is in order quantitatively, but is sub-optimal in terms of quality."
